X,Y,OBJECTID_1,OBJECTID,CompanyID,County,FacilityNa,Address,ProductsSe,Employees,YrEst,Latitude,Longitude,ImportKBIF,CompanyNam,Phone,Website,ByProducts,ModDate,Mfg,NAICSCode1,NAICSCode2,NAICSCode3,NAICSCode4,NAICSCode5,NAICSCode6,Main_NAICS,NAICS6,NAICSNatlI,NAICSNat_1,fPotMfgAsp,YrRmvd,ESRI_OID
-9868193.51432076,4404638.39926582,2446,2446,001t0000003slqH,Graves,Power Truss Inc,"935 West Housman St, Mayfield, KY 42066-3609 United States",Structural floor & roof trusses,40,1979,36.752306,-88.647485,2747,Power Truss Inc,270-247-4180,www.powertruss.com,001t0000003slqHAAQ,2021/12/01 00:00:00+00,1,321214,321213, , , , ,321214,321214,Truss Manufacturing,Truss Manufacturing,0,0,217
-9402614.99038643,4727864.14426181,2447,2447,001t0000003sixU,Campbell,PPD Global Central Labs,"2 Tesseneer Drive, Highland Heights, KY 41076 United States","Central processing lab for pharmaceutical companies, not for public use",115,1988,39.043211,-84.465123,351,PPD Global Central Labs,859-781-8877,www.ppdi.com, ,2021/12/01 00:00:00+00,0,541711, , , , , ,541711,541711,Research and Development in Biotechnology,Research and Development in Biotechnology,0,0,828
-9548393.57702522,4613570.18096129,2448,2448,001t0000003skJE,Jefferson,PPG Industries,"1300 Garland Ave, Louisville, KY 40210-1339","Manufactures coatings, paints, stains",6,1966,38.241296,-85.774674,4308,PPG Industries,502-588-9389,www.ppg.com, ,2021/12/01 00:00:00+00,1,325211, , , , , ,325211,325211,Plastics Material and Resin Manufacturing,Plastics Material and Resin Manufacturing,0,0,253
-9545923.50745701,4601315.0571264,2449,2449,001t0000003sjiI,Jefferson,PPG Industries Inc,"6804 Enterprise Dr, Louisville, KY 40214-4305 United States",Stains & latex paints,45,1970,38.154779,-85.752485,2427,PPG Industries Inc,5023189500,www.ppg.com, ,2021/12/01 00:00:00+00,1,325510, , , , , ,325510,325510,Paint and Coating Manufacturing,Paint and Coating Manufacturing,0,0,264
-9417206.62657363,4451413.18972358,2450,2450,001t0000003sjhO,Pulaski,Prairie Farms Dairy,"607 Bourne Ave, Somerset, KY 42501","Liquid milk, juice drinks, and 100% orange juice from concentrate",137,1951,37.088231,-84.596202,2390,Prairie Farms Dairy,606-679-1131,www.prairiefarms.com, ,2021/11/11 00:00:00+00,1,311511, , , , , ,311511,311511,Fluid Milk Manufacturing,Fluid Milk Manufacturing,0,0,158
-9428847.65923624,4734010.66760087,2451,2451,001t0000003skCP,Boone,Pratt Target Container Inc,"1901 International Way, Hebron, KY 41048 United States","Corrugated ""point of purchase"" displays",120,2011,39.086082,-84.700775,399007901,"Pratt (Target Container), Inc.",(859) 287-3275,www.prattindustries.com, ,2021/10/13 00:00:00+00,1,322211, , , , , ,322211,322211,Corrugated and Solid Fiber Box Manufacturing,Corrugated and Solid Fiber Box Manufacturing,0,0,230
-9544291.56404155,4615667.9178197,2452,2452,001t0000003shYX,Jefferson,Precision Die by Koehler LLC,"124 N Shelby St, Louisville, KY 40202-1037 United States","Metal & steel die engraving, flexographic printing plates, foil & embossing dies",6,1897,38.256095,-85.737825,1981,Precision Die by Koehler LLC,502-584-2102,www.koehlerinc.com, ,2021/12/08 00:00:00+00,1,339940, , , , , ,339940,339940,Office Supplies (except Paper) Manufacturing,Office Supplies (except Paper) Manufacturing,0,0,495
-9371647.56031451,4581553.83164051,2453,2453,001t0000007kKuu,Clark,"Precision Mechanical, Inc. PMI","850 Tech Drive, Winchester, KY 40361 United States","Custom fabrication and construction company that specializes in food, beverage and pharmaceutical industry products.",75,1991,38.015055,-84.186938,632509401,PMI Industrial Construction & Fabrication,(859) 737-5500,www.PMIKY.com, ,2021/12/01 00:00:00+00,1,332312, , , , , ,332312,332312,Fabricated Structural Metal Manufacturing,Fabricated Structural Metal Manufacturing,0,0,335
-9546481.88636885,4604911.45485838,2454,2454,001t0000003sjWm,Jefferson,Precision Metal Works,"4701 Allmond Avenue, Louisville, KY 40209 United States","Assembly, graphics, weld, paint, finishing and powder coating for major appliances.",59,2002,38.180179,-85.757501,190407900,Precision Tool Die and Machine Co Inc,502-479-0800,www.nth-works.com, ,2021/12/01 00:00:00+00,1,332119,332812, , , , ,332119,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)","Metal Crown, Closure, and Other Metal Stamping",0,0,331
-9539403.63430585,4600890.65190028,2455,2455,001t0000003sm93,Jefferson,Precision Metal Works,"6901 Preston Hwy, Louisville, KY 40219-1809 United States","High volume sheet metal stamping, component welding & assembly, and powder coating.  Metal stamping company for automotive, appliance, and other industries.",208,1993,38.151781,-85.693916,5207,Nth/Works,502-479-0800,www.nth-works.com, ,2021/12/01 00:00:00+00,1,333517,332119, , , , ,333517,333517,Machine Tool Manufacturing,Machine Tool Manufacturing,0,0,382
-9439768.87621663,4605171.3282034,2456,2456,001t0000003sisc,Franklin,"Precision Metal Works, Inc.","111 Commerce Blvd, Frankfort, KY 40601 United States","Manufacturer of metal stamping dies, die repair service, producer of metal stamped parts",21,2008,38.182014,-84.798882,304118100,"Precision Metal Works, Inc.",5025654386,www.artiflexmfg.com, ,2021/12/01 00:00:00+00,1,333514, , , , , ,333514,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing","Special Tool, Die, Jig, and Fixture Mfg.",0,0,380
-9339991.51662046,4592977.09503527,2457,2457,001t0000003skaC,Montgomery,Precision Resource Inc,"171 Oak Grove Dr, Mt. Sterling, KY 40353-9087 United States","Manufactures fine blanked precision stampings, brake backing plates and engine plates",134,1996,38.095857,-83.902567,5138,Precision Resource Inc,859-498-5887,www.precisionresource.com, ,2021/11/17 00:00:00+00,1,332119, , , , , ,332119,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)","Metal Crown, Closure, and Other Metal Stamping",0,0,331
-9674133.31717897,4567119.6533632,2458,2458,001t0000003sknk,Hancock,Precision Roll Grinders,"200 Industrial Park Rd, Lewisport, KY 42351-7243 United States","Grinding and repair solutions to the paper, metals, plastics, rubber, non-woven, food, chocolate and energy industries.",16,1998,37.912828,-86.904213,6437,Precision Roll Grinders Inc,(270) 295-4990,www.precisionrollgrinders.com, ,2021/11/11 00:00:00+00,1,333318, , , , , ,333318,333318,Other Commercial and Service Industry Machinery Manufacturing,Other Commercial and Service Machinery Mfg.,0,0,375
-9525392.4029827,4610144.75472799,2459,2459,001t0000003siju,Jefferson,"Precision Services, Inc","1829 Laser Lane, Jeffersontown, KY 40299 United States","Sales and service of pumps, valves, steam traps and related equipment for the power, chemical, municipal, maintenance and refining markets.  Field Machining and Heat Treating services.",27,2006,38.217124,-85.568051,253407902,Precision Services Inc,502-499-8250,www.ppvs.com, ,2021/11/11 00:00:00+00,1,332710, , , , , ,332710,332710,Machine Shops,Machine Shops,0,0,347
-9610510.97434503,4443043.81426495,2460,2460,001t0000001xx5N,Warren,Precision Strip Inc,"417 Scotty's Way, Bowling Green, KY 42101 United States","Steel, aluminum & copper processing and slitting service",35,2017,37.028233,-86.332684,587731200,Precision Strip Inc,(270) 282-8420,www.precision-strip.com, ,2021/12/01 00:00:00+00,1,331314,331110, , , , ,331314,331314,Secondary Smelting and Alloying of Aluminum,Secondary Smelting and Alloying of Aluminum,0,0,314
-9642306.50064988,4422908.57832579,2461,2461,001t0000003skZH,Logan,Precision Strip Inc,"4001 Hardison Rd, Woodburn, KY 42170 United States","Steel, aluminum & copper processing & slitting service",142,1996,36.883694,-86.618308,5081,Precision Strip Inc,270-542-6100,www.precision-strip.com,Scrap corrugated and used pallets for recycling.,2021/12/01 00:00:00+00,1,331314, , , , , ,331314,331314,Secondary Smelting and Alloying of Aluminum,Secondary Smelting and Alloying of Aluminum,0,0,314
-9381206.89921593,4536146.09563835,2462,2462,001t0000003slBp,Madison,Precision Tube Inc,"1025 Fortune Drive, Richmond, KY 40475 United States","Tube fabricating, wire forming, forklift components and CNC machining",70,1979,37.692984,-84.272811,3944,Precision Tube Inc,859-623-5595,www.ptube.net, ,2021/12/03 00:00:00+00,1,332996,332618,332710, , , ,332996,332996,Fabricated Pipe and Pipe Fitting Manufacturing,Fabricated Pipe and Pipe Fitting Mfg.,0,0,361
-9660515.48874792,4569621.78105414,2463,2463,001t0000003skDA,Hancock,Precoat Metals,"2604 River Rd, Hawesville, KY 42348-6806 United States","High speed steel coating, slitting, embossing and coil painting.",78,1989,37.930559,-86.781882,4013,Precoat Metals,270-927-8861,http://www.precoatmetals.com/, ,2021/12/01 00:00:00+00,1,332812, , , , , ,332812,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",Metal Coating and Nonprecious Engraving,0,0,351
-9521201.89082378,4609550.39516945,2464,2464,001t0000003sjqG,Jefferson,Preferred Marketing Solutions,"2001 Papa Johns Blvd, Louisville, KY 40299-2391 United States","Offset printing, desktop publishing & computer typesetting. Embroider and distribute uniforms/logo.",86,1994,38.212929,-85.530407,2906,Preferred Marketing,(502) 261-4494,www.papajohns.com, ,2021/12/01 00:00:00+00,1,323111,323120,493110, , , ,323111,323111,Commercial Printing (except Screen and Books),Commercial Printing (except Screen and Books),0,0,237
-9561970.43916664,4598809.92848232,2465,2465,001t0000003smL2,Jefferson,Preferred Plastics,"8301 Cane Run Rd, Louisville, KY 40258-1874 United States",Custom plastic profile extrusions,30,1996,38.137081,-85.896637,6133,Preferred Plastics Inc,502-935-3070,www.preferredplastics.com, ,2021/11/11 00:00:00+00,1,326199, , , , , ,326199,326199,All Other Plastics Product Manufacturing,All Other Plastics Product Manufacturing,0,0,285
-9216139.31039425,4658058.72017913,2466,2466,001t0000003sika,Greenup,Pregis LLC,"300 Harris Rd, Wurtland, KY 41144-1463 United States",Polyolefin based plastic foam and foam film laminations manufactured in sheeting and converted form,85,1971,38.554505,-82.789984,2600,Pregis LLC,(606) 393-6000,www.pregis.com,Polyolefin resin,2021/12/01 00:00:00+00,1,326150, , , , , ,326150,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,Urethane and Other Foam Product Manufacturing,0,0,282
-9728950.71468356,4410988.13825459,2467,2467,001t0000003skoY,Christian,Pregis LLC,"1 Graham Way, Hopkinsville, KY 42240 United States",Plastic protective packaging products and machine assembly,70,2000,36.797995,-87.396646,8618,"Free-Flow Packaging International, Inc.",(270) 228-4384,www.pregis.com, ,2021/12/22 00:00:00+00,1,326150, , , , , ,326150,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,Urethane and Other Foam Product Manufacturing,0,0,282
-9290379.18839959,4601548.37485144,2468,2468,001t0000003skmW,Rowan,Premier Bandag Inc,"185 Baldridge Rd, Morehead, KY 40351-9296 United States",Truck tire retreading,17,1997,38.156427,-83.456892,6317,Premier Bandag Inc,606-784-8868,www.sstire.com,Left over buffings (tire shreads) used in local area,2022/02/10 00:00:00+00,1,326212, , , , , ,326212,326212,Tire Retreading,Tire Retreading,0,0,287
-9538070.91655739,4593830.071977,2469,2469,001t0000003sh1m,Jefferson,Premier Direct Marketing Inc,"5051 Commerce Crossing Dr., Louisville, KY 40229 United States",Direct marketing production,54,1987,38.101887,-85.681944,5104,Premier Direct Marketing Inc,502-367-6441,www.premierdm.net,001t0000003sh1mAAA,2021/11/11 00:00:00+00,0,541860, , , , , ,541860,541860,Direct Mail Advertising,Direct Mail Advertising,0,0,836
-9864238.89107252,4452530.45457862,2470,2470,001t0000003slbG,McCracken,Premier Fire Security,"1251 N 6th Street, Paducah, KY 42002 United States","Headquarters for fire protection services (fire sprinkler, fire alarm)",50,1974,37.096237,-88.61196,528923900,Premier Fire Protection,(270) 443-7060,www.premierfire.net, ,2021/12/01 00:00:00+00,0,551114,238220, , , , ,551114,551114,"Corporate, Subsidiary, and Regional Managing Offices",Managing Offices,0,0,847
-9540282.50227661,4606736.46930896,2471,2471,001t0000003slad,Jefferson,Premier Packaging Inc,"1234 Gardner Lane, Louisville, KY 40218 United States",Manufacturer of packaging supplies,39,2013,38.193065,-85.701811,509307900,Premier Packaging Inc,(502) 935-8786,www.prempack.com, ,2021/12/01 00:00:00+00,1,493110, , , , , ,493110,493110,General Warehousing and Storage,General Warehousing and Storage,0,0,696
-9538882.65913243,4604847.87038838,2472,2472,001t0000003slMS,Jefferson,Premier Packaging LLC,"3900 Produce Road, Louisville, KY 40218 United States","Mfg corrugated boxes and foam packaging, distribute industrial packaging goods.",240,1994,38.17973,-85.689236,9310,Premier Packaging LLC,502-935-8786,www.prempack.com, ,2021/12/01 00:00:00+00,1,322211,339999, , , , ,322211,322211,Corrugated and Solid Fiber Box Manufacturing,Corrugated and Solid Fiber Box Manufacturing,0,0,230
-9635292.81231675,4390932.58676041,2473,2473,001t0000003skVz,Simpson,Premier Transportation,"4981 Nashville Road, Franklin, KY 42134 United States",Trucking operation,60,2012,36.653594,-86.555303,479915300,Premier Transportation,(270) 586-4404, , ,2021/12/01 00:00:00+00,0,484121, , , , , ,484121,484121,"General Freight Trucking, Long-Distance, Truckload","General Freight Trucking, Long-Distance TL",0,0,657
-9700592.51581173,4486255.91303441,2474,2474,001t0000003sm6M,Muhlenberg,Premium Hardwoods Inc,"288 Premium Dr, South Carrollton, KY 42374 United States","Green lumber, crane mats, bridge mats.",44,1991,37.3375,-87.1419,4622,Premium Hardwoods Inc,270-754-9663, ,001t0000003sm6MAAQ,2021/10/13 00:00:00+00,1,321999,321918, , , , ,321999,321999,All Other Miscellaneous Wood Product Manufacturing,Miscellaneous Wood Product Manufacturing,0,0,225
-9635691.89345691,4401985.76273289,2475,2475,001t0000003snFf,Simpson,Premium Services,"1871 Industrial Bypass North, Franklin, KY 42134 United States",Inspects and reworks parts for various customers to ensure all products conforms to customer specifications and all non-conforming product is removed and quarantined.,27,2011,36.733211,-86.558888,419913102,Premium Services,(270) 598-7100,www.premiumservicesky.com, ,2021/10/13 00:00:00+00,1,332710, , , , , ,332710,332710,Machine Shops,Machine Shops,0,0,347
-9560852.45736,4601456.76449886,2476,2476,001t0000003skDb,Jefferson,Prep Sportswear,"7100 Intermodel Drive
Suite D, Louisville, KY 40258 United States",Fulfillment services for customized school apparel and merchandise,30,2011,38.15578,-85.886594,404215301,Prep Sportswear,(770) 422-0388,www.prepsportswear.com, ,2021/12/03 00:00:00+00,0,493110, , , , , ,493110,493110,General Warehousing and Storage,General Warehousing and Storage,0,0,696
-9545907.58956835,4615850.9353155,2477,2477,001t0000003sgUo,Jefferson,"Presbyterian Church [USA], A Corporation","100 Witherspoon St, Louisville, KY 40202-1396",Headquarters & religious theological book & journal publishing,283,1988,38.257386,-85.752342,431,Presbyterian Church [USA],(502) 569-5843,www.pcusa.org, ,2022/01/21 00:00:00+00,0,551114, , , , , ,551114,551114,"Corporate, Subsidiary, and Regional Managing Offices",Managing Offices,0,0,847
-9541525.49495813,4587536.16510072,2478,2478,001t0000003sm7G,Bullitt,Prestige Plastics Tech Inc,"213 Griffis Ln, Brooks, KY 40109-5129 United States","Plastic injection molding service, contract manufacturing & automobile aftermarket products, complete tooling facility & mfg.",18,1991,38.057382,-85.712977,4774,Prestige Plastics Tech Inc,502-955-6047,www.prestigeplastics.net, ,2021/12/01 00:00:00+00,1,326199,336390, , , , ,326199,326199,All Other Plastics Product Manufacturing,All Other Plastics Product Manufacturing,0,0,285
-9387045.94520103,4589607.41591744,2479,2479,001t0000003skJn,Fayette,Prestress Services Industries LLC,"5501 Briarhill Rd, Lexington, KY 40516 United States","Precast and prestressed concrete products, manufacturing and drafting",85,1983,38.072031,-84.325264,435123900,Prestress Services Industries LLC,859-299-0461,www.prestressservices.com, ,2021/12/01 00:00:00+00,1,327390, , , , , ,327390,327390,Other Concrete Product Manufacturing,Other Concrete Product Manufacturing,0,0,301
-9863121.68830031,4451611.60534322,2480,2480,001t0000006zqe3,McCracken,PreventScripts,"421 N 5th St, Paducah, KY 42001 United States",Healthcare IT Software as a Service company.,2,2014,37.089653,-88.601924,0,Personal Medicine Plus LLC,(270) 331-3896,www.preventscripts.com, ,2022/07/11 00:00:00+00,0,511210, , , , , ,511210,511210,Software Publishers,Software Publishers,1,0,706
-9272413.99917008,4616500.96629972,2481,2481,001t0000003sfFz,Carter,Price Solutions LLC,"3909 State Hwy 1626, Olive Hill, KY 41164 United States",Welding & fabrication; crane rental,5,2002,38.261971,-83.295508,408715300,Price Solution LLC,606-286-6888,www.modularsecuritysystems.com, ,2021/12/03 00:00:00+00,1,331318, , , , , ,331318,331318,"Other Aluminum Rolling, Drawing and Extruding","Other Aluminum Rolling, Drawing and Extruding",0,0,316
-9524071.04045504,4614258.18268699,2482,2482,001t0000003sffv,Jefferson,PriceWeber Marketing Communications Inc,"10701 Shelbyville Road, Louisville, KY 40243- United States","Headquarters. Provides communications, marketing and consulting services. Account planning, and strategic development, branding and advertising, interactive marketing, direct marketing and event marketing",70,1968,38.24615,-85.556181,285407900,PriceWeber Marketing Communications Inc,502-499-9220,www.priceweber.com, ,2021/12/01 00:00:00+00,0,541613,541810,541820,541430,541860, ,541613,541613,Marketing Consulting Services,Marketing Consulting Services,0,0,823
-9421660.97990769,4697108.2715037,2483,2483,001t0000003smxO,Boone,Prickel Electric LLC,"14112 Walton Verona Road, Verona, KY 41092 United States",Electrical Construction Services,24,2004,38.828303,-84.636216,1001868,"Prickel Electric, LLC",(859) 485-3655,www.prickelelectric.com, ,2021/12/01 00:00:00+00,0,237130, , , , , ,237130,237130,Power and Communication Line and Related Structures Construction,Power and Communication System Construction,0,0,116
-9784654.67590277,4516968.106835,2484,2484,001t0000003seMW,Union,Pride Industries Inc,"14432 State Route 141 South, Clay, KY 42404-7310 United States","Manufacturing and Installation of Steel & Aluminum Standing Seam Roofing Systems, PEMB Erection, ACM Wall Panels",28,1978,37.556535,-87.897043,4321,Pride Industries Inc,270-333-9552,www.prideindinc.com, ,2021/12/01 00:00:00+00,1,331221,331318, , , , ,331221,331221,Rolled Steel Shape Manufacturing,Rolled Steel Shape Manufacturing,0,0,311
-9652404.18577228,4468298.72278263,2485,2485,001t0000003smn9,Butler,Pride Plastics of Morgantown Inc,"386 Industrial Drive South, Morgantown, KY 42261-8303 United States","Plastic injection molding and assembly for medical, automotive, industrial, appliance and government: MBE, 8A & OS-9000 certified.  Also, containment work.",10,2001,37.209135,-86.709017,12964,Pride Plastics of Morgantown Inc,270-662-0150, , ,2021/12/01 00:00:00+00,1,326199,332710, , , , ,326199,326199,All Other Plastics Product Manufacturing,All Other Plastics Product Manufacturing,0,0,285
-9539808.83754176,4605456.40468219,2486,2486,001t0000003sn9M,Jefferson,Prima LLC,"4603 Poplar Level Rd, Louisville, KY 40213 United States","Wholesale and distribution of restaurant equipment, coffee equipment and porcelain.",26,2006,38.184027,-85.697556,271307900,Prima LLC,502-966-4578,www.primasupply.com, ,2021/12/01 00:00:00+00,0,423830, , , , , ,423830,423830,Industrial Machinery and Equipment Merchant Wholesalers,Industrial Machinery Merchant Wholesalers,0,0,531
-9535605.4123291,4605407.82856872,2487,2487,001t0000003sm7d,Jefferson,printers finishing touch,"4604 Shepherdsville Rd, Louisville, KY 40218-3441 United States","Saddle stitch, perfect bind, spiral, wire-o, plastic & glue binding, folding, cutting & shrink wrapping, die cutting, pocket folder converting, collating, folding, drilling",19,1991,38.183684,-85.659796,4806,Printers Finishing Touch Inc,502-452-6104,www.pftwefinish.com, ,2021/11/11 00:00:00+00,1,323120,322230, , , , ,323120,323120,Support Activities for Printing,Support Activities for Printing,0,0,240
-9551285.32437566,4615190.18723561,2488,2488,001t0000003siZE,Jefferson,Print Fulfillment Services,"2929 Magazine Street, Louisville, KY 40211 United States",Air delivered overnight printing services,65,2005,38.252725,-85.800651,203307900,Print Fulfillment Services,502-776-7704,www.overnightprints.com, ,2021/12/01 00:00:00+00,1,323111,493110, , , , ,323111,323111,Commercial Printing (except Screen and Books),Commercial Printing (except Screen and Books),0,0,237
-9829712.46937635,4385044.08051606,2489,2489,001t0000003sjV5,Calloway,Printing Services of Murray,"102 N 4th Street, Murray, KY 42071-2053 United States","Offset, digital & lithographic printing; graphic design and typesetting; business forms; glue, spiral & saddle stitch binding",9,1964,36.611145,-88.301804,2069,Printing Services & Supplies,270-753-5397,www.print102.com, ,2021/11/15 00:00:00+00,1,323111, , , , , ,323111,323111,Commercial Printing (except Screen and Books),Commercial Printing (except Screen and Books),0,0,237
-9208428.87450369,4653005.84926839,2490,2490,001t0000003smyr,Greenup,Print My Threads,"2200 Argillite rd, Flatwoods, KY 41139 United States",Screen printing,8,2011,38.519,-82.72072,1001962,"Print My Threads, LLC",606-833-0335,www.printmythreads.com, ,2021/09/21 00:00:00+00,1,323113, , , , , ,323113,323113,Commercial Screen Printing,Commercial Screen Printing,0,0,238
-9540800.91766211,4614244.00734212,2491,2491,001t0000003skCX,Jefferson,Private Client Services LLC,"2225 Lexington Road, Louisville, KY 40226 United States",Securities broker back-office,50,1928,38.24605,-85.706468,399507904,Private Client Services LLC,502-451-0600,www.pcsbd.net, ,2022/01/14 00:00:00+00,0,523110, , , , , ,523110,523110,Investment Banking and Securities Dealing,Investment Banking and Securities Dealing,0,0,747
-9438691.07628804,4529285.43572902,2492,2492,001t0000005ZS0l,Boyle,"Pro Ag Sales & Service, Inc.","410 Valksdahl Ave, Danville, KY 40422 United States","Manufactures, bags and transports fertilizer and animal feed. Sell agricultural products/services including fertilizer, feed, chemicals, fencing, seed, custom spray applications, soil sampling, field mapping and fertilizer applications.",10,2014,37.6442,-84.7892,595631800,Pro-Ag Sales and Service,(859) 236-1445, , ,2021/11/16 00:00:00+00,1,424910,325314,311119, , , ,424910,424910,Farm Supplies Merchant Wholesalers,Farm Supplies Merchant Wholesalers,0,0,566
-9438691.07628804,4529285.43572902,2493,2493,001t0000003slZr,Boyle,Pro Ag Sales and Service,"410 Valksdahl Ave, Danville, KY 40222-1387 United States","Fertilizer, seed , chemical and bagging & blending of fertilize. Manufacture high quality animal feed",10,2012,37.6442,-84.7892,472407900,Clements Ag,(859) 236-1445, , ,2021/12/13 00:00:00+00,1,325998, , , , , ,325998,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,Other Miscellaneous Chemical Product Mfg.,0,0,274
-9493185.21575201,4608083.69995425,2494,2494,001t0000003sloL,Shelby,Process Machinery Inc,"1636 Isaac Shelby Dr, Shelbyville, KY 40065-9173 United States","Engineer, manufacture and installation of processing plants for the mineral processing industry; OEM equipment distributor for products; full service distributor for parts and service",102,1979,38.202576,-85.278729,2470,Process Machinery Inc,502-633-5665,www.processmachinery.com, ,2021/11/17 00:00:00+00,1,333131,333922, , , , ,333131,333131,Mining Machinery and Equipment Manufacturing,Mining Machinery and Equipment Manufacturing,0,0,366
-9377645.56764909,4583648.89051739,2495,2495,001t0000003smz2,Clark,Process Managers LLC,"485 Gawthrop Dr, Winchester, KY 40391 United States","Manufacturer of equine supplements, Industrial Hemp Processor, Seasonal agricultural crop processor providing size separation and drying.",2,2007,38.029881,-84.240819,1001973,"Process Managers, LLC",(859) 744-9006,caldensity.com,Hemp processors,2022/01/12 00:00:00+00,1,311119, , , , , ,311119,311119,Other Animal Food Manufacturing,Other Animal Food Manufacturing,0,0,140
-9834112.59865301,4428181.807443,2496,2496,001t0000003slw5,Marshall,Pro Equipment Co,"US Highway 68 E # 350, Benton, KY 42025 United States",Car wash equipment,7,1987,36.921574,-88.341331,3305,Pro Equipment Co,270-527-1366,www.procarwashequipment.com, ,2021/12/01 00:00:00+00,1,333318, , , , , ,333318,333318,Other Commercial and Service Industry Machinery Manufacturing,Other Commercial and Service Machinery Mfg.,0,0,375
-9408643.04599461,4590200.34498453,2497,2497,001t0000003slZW,Fayette,Professional Expediting Inc,"424 Fairman Court, Lexington, KY 40511 United States",Trucking Services,60,1999,38.076224,-84.519274,460422631,Professional Expediting Inc,859-277-7769,www.professionalexpediting.com, ,2021/12/01 00:00:00+00,0,484121, , , , , ,484121,484121,"General Freight Trucking, Long-Distance, Truckload","General Freight Trucking, Long-Distance TL",0,0,657
-9506345.18878942,4635612.73043093,2498,2498,001t0000003slUA,Oldham,Professional Fence Properties LLC,"2506 Allen Lane, La Grange, KY 40031 United States",Fencing contractor,9,2001,38.39665,-85.396947,1000579,"Professional Fence Properties, LLC",(502) 222-0513,www.professionalfenceco.com, ,2022/01/12 00:00:00+00,0,238990, , , , , ,238990,238990,All Other Specialty Trade Contractors,All Other Specialty Trade Contractors,0,0,138
-9520786.55796675,4614575.55170152,2499,2499,001t0000003slO2,Jefferson,Professional Systems Software and Technology LLC dba PSST LLC,"303 Middletown Park Place Suite B
Suite B, Louisville, KY 40243 United States",Financial and human resource software development and data integration for school districts; software training & support,20,1990,38.248389,-85.526676,13439,Professional Systems Software and Technology LLC,502-244-9280,www.psst.com, ,2021/11/11 00:00:00+00,0,541512, , , , , ,541512,541512,Computer Systems Design Services,Computer Systems Design Services,0,0,818
-9540223.6138988,4601835.74958173,2500,2500,001t0000003smC2,Jefferson,Professional Tool Grinding Inc,"1117 Ulrich Ave, Louisville, KY 40219-1827 United States",Machine & tool grinding shop; industrial tooling mfg/sharpened; miscellaneous industrial cutting tools (sharpening services),3,1972,38.158457,-85.701282,5508,Professional Tool Grinding Inc,502-968-4646, , ,2022/01/14 00:00:00+00,1,332710, , , , , ,332710,332710,Machine Shops,Machine Shops,0,0,347
-9523430.50753444,4608087.66471307,2501,2501,001t0000003siwf,Jefferson,Progress Rail - Louisville Signal,"11209 Electron Dr, Louisville, KY 40299 United States","Structural steel & aluminum fabricating; railroad signal equipment, electronic enclosures",38,1972,38.202604,-85.550427,3395,Progress Rail Services Corp,800-741-7112,www.progressrail.com, ,2021/09/21 00:00:00+00,1,332312, , , , , ,332312,332312,Fabricated Structural Metal Manufacturing,Fabricated Structural Metal Manufacturing,0,0,335
-9208522.27182996,4656868.74801108,2502,2502,001t0000003sif8,Greenup,Progress Rail Raceland Corporation,"1476 Terminal Road, Worthington, KY 41183 United States","Repair, maintain, and rebuild railcars at rail welding facility, rail welding service for CSX Transportation",19,2007,38.546145,-82.721559,224307901,Progress Rail Raceland Corporation,6068362207,www.progressrail.com, ,2021/12/01 00:00:00+00,1,336510,423930, , , , ,336510,336510,Railroad Rolling Stock Manufacturing,Railroad Rolling Stock Manufacturing,0,0,469
-9870781.69290453,4399015.4815389,2503,2503,001t0000003silR,Graves,Progress Rail Services Corporation,"425 Ingersoll Rand Road, Mayfield, KY 42066 United States",Locomotive remanufacturing and diesel engine rebuild facility; supplier of products and services for the rail industry,218,2007,36.711824,-88.670735,275718100,Progress Rail Services Corporation,(270) 251-7078,www.progressrail.com, ,2021/12/03 00:00:00+00,1,336510,488210, , , , ,336510,336510,Railroad Rolling Stock Manufacturing,Railroad Rolling Stock Manufacturing,0,0,469
-9519243.22415141,4615206.20763797,2504,2504,001t0000003slnK,Jefferson,Project Heating & Cooling Co,"515 N English Station Rd, Louisville, KY 40223 United States","Galvanized heating air ducts, residential and commercial heating and air systems",90,1964,38.252838,-85.512812,1970,Project Heating & Cooling Co,502-245-6683,www.projecthvac.com, ,2021/12/01 00:00:00+00,1,333414,333415,332322, , , ,333414,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,"Heating Equipment, except Warm Air Furnaces",0,0,377
-9521574.2546743,4609329.94518438,2505,2505,001t0000003skZl,Jefferson,ProLift Toyota Material Handling,"12001 Plantside Dr, Louisville, KY 40299-6306 United States",Fork lift repair & Sales,60,1996,38.211373,-85.533752,5108,ProLift Toyota Material Handling,502-267-2565,www.prolifttoyota.com, ,2021/12/01 00:00:00+00,0,811310, , , , , ,811310,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial Machinery Repair and Maintenance,0,0,1001
